ra	 rp	 va	 vomega
47520.0	 10.0	 1878.717678	 103.892682
47530.0	 10.0	 1878.322449	 103.892680
47540.0	 10.0	 1877.927387	 103.892678
47550.0	 10.0	 1877.532492	 103.892675
47560.0	 10.0	 1877.137762	 103.892673
47570.0	 10.0	 1876.743198	 103.892671
47580.0	 10.0	 1876.348800	 103.892668
47590.0	 10.0	 1875.954567	 103.892666
47600.0	 10.0	 1875.560501	 103.892664
47610.0	 10.0	 1875.166599	 103.892661
47620.0	 10.0	 1874.772864	 103.892659
47630.0	 10.0	 1874.379293	 103.892657
47640.0	 10.0	 1873.985888	 103.892655
47650.0	 10.0	 1873.592648	 103.892652
47660.0	 10.0	 1873.199573	 103.892650
47670.0	 10.0	 1872.806662	 103.892648
47680.0	 10.0	 1872.413917	 103.892645
47690.0	 10.0	 1872.021336	 103.892643
47700.0	 10.0	 1871.628920	 103.892641
47710.0	 10.0	 1871.236668	 103.892639
47720.0	 10.0	 1870.844581	 103.892636
47730.0	 10.0	 1870.452658	 103.892634
47740.0	 10.0	 1870.060899	 103.892632
47750.0	 10.0	 1869.669304	 103.892630
47760.0	 10.0	 1869.277874	 103.892627
47770.0	 10.0	 1868.886607	 103.892625
47780.0	 10.0	 1868.495503	 103.892623
47790.0	 10.0	 1868.104564	 103.892620
47800.0	 10.0	 1867.713788	 103.892618
47810.0	 10.0	 1867.323175	 103.892616
47820.0	 10.0	 1866.932726	 103.892614
47830.0	 10.0	 1866.542440	 103.892611
47840.0	 10.0	 1866.152317	 103.892609
47850.0	 10.0	 1865.762358	 103.892607
47860.0	 10.0	 1865.372561	 103.892605
47870.0	 10.0	 1864.982927	 103.892602
47880.0	 10.0	 1864.593456	 103.892600
47890.0	 10.0	 1864.204147	 103.892598
47900.0	 10.0	 1863.815001	 103.892595
47910.0	 10.0	 1863.426017	 103.892593
47920.0	 10.0	 1863.037196	 103.892591
47930.0	 10.0	 1862.648537	 103.892589
47940.0	 10.0	 1862.260040	 103.892586
47950.0	 10.0	 1861.871705	 103.892584
47960.0	 10.0	 1861.483532	 103.892582
47970.0	 10.0	 1861.095521	 103.892580
47980.0	 10.0	 1860.707672	 103.892577
47990.0	 10.0	 1860.319984	 103.892575
48000.0	 10.0	 1859.932458	 103.892573
48010.0	 10.0	 1859.545093	 103.892571
48020.0	 10.0	 1859.157889	 103.892568
48030.0	 10.0	 1858.770847	 103.892566
48040.0	 10.0	 1858.383966	 103.892564
48050.0	 10.0	 1857.997245	 103.892562
48060.0	 10.0	 1857.610686	 103.892559
48070.0	 10.0	 1857.224288	 103.892557
48080.0	 10.0	 1856.838050	 103.892555
48090.0	 10.0	 1856.451973	 103.892553
48100.0	 10.0	 1856.066056	 103.892550
48110.0	 10.0	 1855.680300	 103.892548
48120.0	 10.0	 1855.294704	 103.892546
48130.0	 10.0	 1854.909268	 103.892544
48140.0	 10.0	 1854.523993	 103.892541
48150.0	 10.0	 1854.138877	 103.892539
48160.0	 10.0	 1853.753921	 103.892537
48170.0	 10.0	 1853.369126	 103.892535
48180.0	 10.0	 1852.984489	 103.892532
48190.0	 10.0	 1852.600013	 103.892530
48200.0	 10.0	 1852.215696	 103.892528
48210.0	 10.0	 1851.831538	 103.892526
48220.0	 10.0	 1851.447540	 103.892523
48230.0	 10.0	 1851.063701	 103.892521
48240.0	 10.0	 1850.680021	 103.892519
48250.0	 10.0	 1850.296500	 103.892517
48260.0	 10.0	 1849.913138	 103.892515
48270.0	 10.0	 1849.529935	 103.892512
48280.0	 10.0	 1849.146891	 103.892510
48290.0	 10.0	 1848.764005	 103.892508
48300.0	 10.0	 1848.381278	 103.892506
48310.0	 10.0	 1847.998709	 103.892503
48320.0	 10.0	 1847.616298	 103.892501
48330.0	 10.0	 1847.234046	 103.892499
48340.0	 10.0	 1846.851952	 103.892497
48350.0	 10.0	 1846.470016	 103.892495
48360.0	 10.0	 1846.088238	 103.892492
48370.0	 10.0	 1845.706617	 103.892490
48380.0	 10.0	 1845.325155	 103.892488
48390.0	 10.0	 1844.943850	 103.892486
48400.0	 10.0	 1844.562703	 103.892483
48410.0	 10.0	 1844.181713	 103.892481
48420.0	 10.0	 1843.800880	 103.892479
48430.0	 10.0	 1843.420205	 103.892477
48440.0	 10.0	 1843.039687	 103.892475
48450.0	 10.0	 1842.659326	 103.892472
48460.0	 10.0	 1842.279121	 103.892470
48470.0	 10.0	 1841.899074	 103.892468
48480.0	 10.0	 1841.519184	 103.892466
48490.0	 10.0	 1841.139450	 103.892464
48500.0	 10.0	 1840.759873	 103.892461
48510.0	 10.0	 1840.380452	 103.892459
48520.0	 10.0	 1840.001187	 103.892457
48530.0	 10.0	 1839.622079	 103.892455
48540.0	 10.0	 1839.243127	 103.892452
48550.0	 10.0	 1838.864331	 103.892450
48560.0	 10.0	 1838.485692	 103.892448
48570.0	 10.0	 1838.107208	 103.892446
48580.0	 10.0	 1837.728880	 103.892444
48590.0	 10.0	 1837.350707	 103.892441
48600.0	 10.0	 1836.972690	 103.892439
48610.0	 10.0	 1836.594829	 103.892437
48620.0	 10.0	 1836.217123	 103.892435
48630.0	 10.0	 1835.839573	 103.892433
48640.0	 10.0	 1835.462177	 103.892430
48650.0	 10.0	 1835.084937	 103.892428
48660.0	 10.0	 1834.707852	 103.892426
48670.0	 10.0	 1834.330922	 103.892424
48680.0	 10.0	 1833.954146	 103.892422
48690.0	 10.0	 1833.577526	 103.892420
48700.0	 10.0	 1833.201060	 103.892417
48710.0	 10.0	 1832.824748	 103.892415
48720.0	 10.0	 1832.448591	 103.892413
48730.0	 10.0	 1832.072589	 103.892411
48740.0	 10.0	 1831.696740	 103.892409
48750.0	 10.0	 1831.321046	 103.892406
48760.0	 10.0	 1830.945506	 103.892404
48770.0	 10.0	 1830.570120	 103.892402
48780.0	 10.0	 1830.194888	 103.892400
48790.0	 10.0	 1829.819810	 103.892398
48800.0	 10.0	 1829.444885	 103.892395
48810.0	 10.0	 1829.070114	 103.892393
48820.0	 10.0	 1828.695496	 103.892391
48830.0	 10.0	 1828.321032	 103.892389
48840.0	 10.0	 1827.946721	 103.892387
48850.0	 10.0	 1827.572564	 103.892385
48860.0	 10.0	 1827.198559	 103.892382
48870.0	 10.0	 1826.824708	 103.892380
48880.0	 10.0	 1826.451010	 103.892378
48890.0	 10.0	 1826.077464	 103.892376
48900.0	 10.0	 1825.704071	 103.892374
48910.0	 10.0	 1825.330831	 103.892372
48920.0	 10.0	 1824.957744	 103.892369
48930.0	 10.0	 1824.584809	 103.892367
48940.0	 10.0	 1824.212026	 103.892365
48950.0	 10.0	 1823.839396	 103.892363
48960.0	 10.0	 1823.466917	 103.892361
48970.0	 10.0	 1823.094591	 103.892359
48980.0	 10.0	 1822.722417	 103.892356
48990.0	 10.0	 1822.350395	 103.892354
49000.0	 10.0	 1821.978525	 103.892352
49010.0	 10.0	 1821.606806	 103.892350
49020.0	 10.0	 1821.235239	 103.892348
49030.0	 10.0	 1820.863824	 103.892346
49040.0	 10.0	 1820.492560	 103.892343
49050.0	 10.0	 1820.121447	 103.892341
49060.0	 10.0	 1819.750486	 103.892339
49070.0	 10.0	 1819.379676	 103.892337
49080.0	 10.0	 1819.009017	 103.892335
49090.0	 10.0	 1818.638509	 103.892333
49100.0	 10.0	 1818.268152	 103.892330
49110.0	 10.0	 1817.897946	 103.892328
49120.0	 10.0	 1817.527890	 103.892326
49130.0	 10.0	 1817.157985	 103.892324
49140.0	 10.0	 1816.788231	 103.892322
49150.0	 10.0	 1816.418627	 103.892320
49160.0	 10.0	 1816.049173	 103.892318
49170.0	 10.0	 1815.679870	 103.892315
49180.0	 10.0	 1815.310717	 103.892313
49190.0	 10.0	 1814.941714	 103.892311
49200.0	 10.0	 1814.572861	 103.892309
49210.0	 10.0	 1814.204157	 103.892307
49220.0	 10.0	 1813.835604	 103.892305
49230.0	 10.0	 1813.467200	 103.892303
49240.0	 10.0	 1813.098946	 103.892300
49250.0	 10.0	 1812.730842	 103.892298
49260.0	 10.0	 1812.362886	 103.892296
49270.0	 10.0	 1811.995081	 103.892294
49280.0	 10.0	 1811.627424	 103.892292
49290.0	 10.0	 1811.259917	 103.892290
49300.0	 10.0	 1810.892559	 103.892288
49310.0	 10.0	 1810.525349	 103.892285
49320.0	 10.0	 1810.158289	 103.892283
49330.0	 10.0	 1809.791377	 103.892281
49340.0	 10.0	 1809.424614	 103.892279
49350.0	 10.0	 1809.058000	 103.892277
49360.0	 10.0	 1808.691534	 103.892275
49370.0	 10.0	 1808.325217	 103.892273
49380.0	 10.0	 1807.959048	 103.892270
49390.0	 10.0	 1807.593028	 103.892268
49400.0	 10.0	 1807.227155	 103.892266
49410.0	 10.0	 1806.861431	 103.892264
49420.0	 10.0	 1806.495854	 103.892262
49430.0	 10.0	 1806.130426	 103.892260
49440.0	 10.0	 1805.765145	 103.892258
49450.0	 10.0	 1805.400012	 103.892256
49460.0	 10.0	 1805.035027	 103.892253
49470.0	 10.0	 1804.670189	 103.892251
49480.0	 10.0	 1804.305499	 103.892249
49490.0	 10.0	 1803.940956	 103.892247
49500.0	 10.0	 1803.576560	 103.892245
49510.0	 10.0	 1803.212311	 103.892243
49520.0	 10.0	 1802.848210	 103.892241
49530.0	 10.0	 1802.484256	 103.892239
49540.0	 10.0	 1802.120448	 103.892237
49550.0	 10.0	 1801.756787	 103.892234
49560.0	 10.0	 1801.393273	 103.892232
49570.0	 10.0	 1801.029906	 103.892230
49580.0	 10.0	 1800.666685	 103.892228
49590.0	 10.0	 1800.303611	 103.892226
49600.0	 10.0	 1799.940683	 103.892224
49610.0	 10.0	 1799.577902	 103.892222
49620.0	 10.0	 1799.215266	 103.892220
49630.0	 10.0	 1798.852777	 103.892217
49640.0	 10.0	 1798.490434	 103.892215
49650.0	 10.0	 1798.128237	 103.892213
49660.0	 10.0	 1797.766185	 103.892211
49670.0	 10.0	 1797.404280	 103.892209
49680.0	 10.0	 1797.042520	 103.892207
49690.0	 10.0	 1796.680905	 103.892205
49700.0	 10.0	 1796.319437	 103.892203
49710.0	 10.0	 1795.958113	 103.892201
49720.0	 10.0	 1795.596935	 103.892199
49730.0	 10.0	 1795.235902	 103.892196
49740.0	 10.0	 1794.875014	 103.892194
49750.0	 10.0	 1794.514272	 103.892192
49760.0	 10.0	 1794.153674	 103.892190
49770.0	 10.0	 1793.793221	 103.892188
49780.0	 10.0	 1793.432913	 103.892186
49790.0	 10.0	 1793.072750	 103.892184
49800.0	 10.0	 1792.712731	 103.892182
49810.0	 10.0	 1792.352857	 103.892180
49820.0	 10.0	 1791.993128	 103.892178
49830.0	 10.0	 1791.633543	 103.892175
49840.0	 10.0	 1791.274102	 103.892173
49850.0	 10.0	 1790.914805	 103.892171
49860.0	 10.0	 1790.555652	 103.892169
49870.0	 10.0	 1790.196643	 103.892167
49880.0	 10.0	 1789.837779	 103.892165
49890.0	 10.0	 1789.479058	 103.892163
49900.0	 10.0	 1789.120481	 103.892161
49910.0	 10.0	 1788.762047	 103.892159
49920.0	 10.0	 1788.403757	 103.892157
49930.0	 10.0	 1788.045611	 103.892155
49940.0	 10.0	 1787.687608	 103.892153
49950.0	 10.0	 1787.329749	 103.892150
49960.0	 10.0	 1786.972032	 103.892148
49970.0	 10.0	 1786.614459	 103.892146
49980.0	 10.0	 1786.257029	 103.892144
49990.0	 10.0	 1785.899742	 103.892142
50000.0	 10.0	 1785.542598	 103.892140
50010.0	 10.0	 1785.185596	 103.892138
50020.0	 10.0	 1784.828737	 103.892136
50030.0	 10.0	 1784.472021	 103.892134
50040.0	 10.0	 1784.115448	 103.892132
50050.0	 10.0	 1783.759017	 103.892130
50060.0	 10.0	 1783.402728	 103.892128
50070.0	 10.0	 1783.046582	 103.892126
50080.0	 10.0	 1782.690578	 103.892123
50090.0	 10.0	 1782.334716	 103.892121
50100.0	 10.0	 1781.978996	 103.892119
50110.0	 10.0	 1781.623418	 103.892117
50120.0	 10.0	 1781.267982	 103.892115
50130.0	 10.0	 1780.912687	 103.892113
50140.0	 10.0	 1780.557535	 103.892111
50150.0	 10.0	 1780.202524	 103.892109
50160.0	 10.0	 1779.847654	 103.892107
50170.0	 10.0	 1779.492926	 103.892105
50180.0	 10.0	 1779.138340	 103.892103
50190.0	 10.0	 1778.783895	 103.892101
50200.0	 10.0	 1778.429590	 103.892099
50210.0	 10.0	 1778.075427	 103.892097
50220.0	 10.0	 1777.721405	 103.892095
50230.0	 10.0	 1777.367524	 103.892092
50240.0	 10.0	 1777.013784	 103.892090
50250.0	 10.0	 1776.660185	 103.892088
50260.0	 10.0	 1776.306726	 103.892086
50270.0	 10.0	 1775.953408	 103.892084
50280.0	 10.0	 1775.600230	 103.892082
50290.0	 10.0	 1775.247193	 103.892080
50300.0	 10.0	 1774.894296	 103.892078
50310.0	 10.0	 1774.541540	 103.892076
50320.0	 10.0	 1774.188924	 103.892074
50330.0	 10.0	 1773.836447	 103.892072
50340.0	 10.0	 1773.484111	 103.892070
50350.0	 10.0	 1773.131915	 103.892068
50360.0	 10.0	 1772.779859	 103.892066
50370.0	 10.0	 1772.427942	 103.892064
50380.0	 10.0	 1772.076165	 103.892062
50390.0	 10.0	 1771.724528	 103.892060
50400.0	 10.0	 1771.373030	 103.892058
50410.0	 10.0	 1771.021672	 103.892056
50420.0	 10.0	 1770.670453	 103.892054
50430.0	 10.0	 1770.319373	 103.892051
50440.0	 10.0	 1769.968433	 103.892049
50450.0	 10.0	 1769.617631	 103.892047
50460.0	 10.0	 1769.266969	 103.892045
50470.0	 10.0	 1768.916445	 103.892043
50480.0	 10.0	 1768.566061	 103.892041
50490.0	 10.0	 1768.215815	 103.892039
50500.0	 10.0	 1767.865708	 103.892037
50510.0	 10.0	 1767.515739	 103.892035
50520.0	 10.0	 1767.165910	 103.892033
50530.0	 10.0	 1766.816218	 103.892031
50540.0	 10.0	 1766.466665	 103.892029
50550.0	 10.0	 1766.117250	 103.892027
50560.0	 10.0	 1765.767973	 103.892025
50570.0	 10.0	 1765.418835	 103.892023
50580.0	 10.0	 1765.069835	 103.892021
50590.0	 10.0	 1764.720972	 103.892019
50600.0	 10.0	 1764.372247	 103.892017
50610.0	 10.0	 1764.023661	 103.892015
50620.0	 10.0	 1763.675211	 103.892013
50630.0	 10.0	 1763.326900	 103.892011
50640.0	 10.0	 1762.978726	 103.892009
50650.0	 10.0	 1762.630690	 103.892007
50660.0	 10.0	 1762.282790	 103.892005
50670.0	 10.0	 1761.935029	 103.892003
50680.0	 10.0	 1761.587404	 103.892001
50690.0	 10.0	 1761.239917	 103.891999
50700.0	 10.0	 1760.892566	 103.891997
50710.0	 10.0	 1760.545353	 103.891995
50720.0	 10.0	 1760.198277	 103.891993
50730.0	 10.0	 1759.851337	 103.891991
50740.0	 10.0	 1759.504534	 103.891989
50750.0	 10.0	 1759.157868	 103.891987
50760.0	 10.0	 1758.811338	 103.891985
50770.0	 10.0	 1758.464945	 103.891983
50780.0	 10.0	 1758.118688	 103.891981
50790.0	 10.0	 1757.772568	 103.891978
50800.0	 10.0	 1757.426583	 103.891976
50810.0	 10.0	 1757.080735	 103.891974
50820.0	 10.0	 1756.735024	 103.891972
50830.0	 10.0	 1756.389448	 103.891970
50840.0	 10.0	 1756.044008	 103.891968
50850.0	 10.0	 1755.698704	 103.891966
50860.0	 10.0	 1755.353535	 103.891964
50870.0	 10.0	 1755.008503	 103.891962
50880.0	 10.0	 1754.663606	 103.891960
50890.0	 10.0	 1754.318844	 103.891958
50900.0	 10.0	 1753.974218	 103.891956
50910.0	 10.0	 1753.629727	 103.891954
50920.0	 10.0	 1753.285372	 103.891952
50930.0	 10.0	 1752.941152	 103.891950
50940.0	 10.0	 1752.597067	 103.891948
50950.0	 10.0	 1752.253117	 103.891946
50960.0	 10.0	 1751.909302	 103.891944
50970.0	 10.0	 1751.565622	 103.891942
50980.0	 10.0	 1751.222077	 103.891940
50990.0	 10.0	 1750.878666	 103.891938
51000.0	 10.0	 1750.535390	 103.891936
51010.0	 10.0	 1750.192249	 103.891934
51020.0	 10.0	 1749.849242	 103.891932
51030.0	 10.0	 1749.506370	 103.891930
51040.0	 10.0	 1749.163632	 103.891928
51050.0	 10.0	 1748.821028	 103.891926
51060.0	 10.0	 1748.478558	 103.891924
51070.0	 10.0	 1748.136223	 103.891922
51080.0	 10.0	 1747.794021	 103.891920
51090.0	 10.0	 1747.451954	 103.891918
51100.0	 10.0	 1747.110020	 103.891916
51110.0	 10.0	 1746.768220	 103.891914
51120.0	 10.0	 1746.426554	 103.891912
51130.0	 10.0	 1746.085021	 103.891910
51140.0	 10.0	 1745.743622	 103.891909
51150.0	 10.0	 1745.402357	 103.891907
51160.0	 10.0	 1745.061225	 103.891905
51170.0	 10.0	 1744.720226	 103.891903
51180.0	 10.0	 1744.379361	 103.891901
51190.0	 10.0	 1744.038628	 103.891899
51200.0	 10.0	 1743.698029	 103.891897
51210.0	 10.0	 1743.357563	 103.891895
51220.0	 10.0	 1743.017229	 103.891893
51230.0	 10.0	 1742.677029	 103.891891
51240.0	 10.0	 1742.336961	 103.891889
51250.0	 10.0	 1741.997026	 103.891887
51260.0	 10.0	 1741.657224	 103.891885
51270.0	 10.0	 1741.317554	 103.891883
51280.0	 10.0	 1740.978016	 103.891881
51290.0	 10.0	 1740.638611	 103.891879
51300.0	 10.0	 1740.299339	 103.891877
51310.0	 10.0	 1739.960198	 103.891875
51320.0	 10.0	 1739.621190	 103.891873
51330.0	 10.0	 1739.282314	 103.891871
51340.0	 10.0	 1738.943569	 103.891869
51350.0	 10.0	 1738.604957	 103.891867
51360.0	 10.0	 1738.266476	 103.891865
51370.0	 10.0	 1737.928128	 103.891863
51380.0	 10.0	 1737.589911	 103.891861
51390.0	 10.0	 1737.251825	 103.891859
51400.0	 10.0	 1736.913872	 103.891857
51410.0	 10.0	 1736.576049	 103.891855
51420.0	 10.0	 1736.238358	 103.891853
51430.0	 10.0	 1735.900798	 103.891851
51440.0	 10.0	 1735.563370	 103.891849
51450.0	 10.0	 1735.226073	 103.891847
51460.0	 10.0	 1734.888906	 103.891845
51470.0	 10.0	 1734.551871	 103.891843
51480.0	 10.0	 1734.214967	 103.891841
51490.0	 10.0	 1733.878193	 103.891839
51500.0	 10.0	 1733.541551	 103.891838
51510.0	 10.0	 1733.205039	 103.891836
51520.0	 10.0	 1732.868657	 103.891834
51530.0	 10.0	 1732.532406	 103.891832
51540.0	 10.0	 1732.196286	 103.891830
51550.0	 10.0	 1731.860296	 103.891828
51560.0	 10.0	 1731.524436	 103.891826
51570.0	 10.0	 1731.188707	 103.891824
51580.0	 10.0	 1730.853108	 103.891822
51590.0	 10.0	 1730.517639	 103.891820
51600.0	 10.0	 1730.182299	 103.891818
51610.0	 10.0	 1729.847090	 103.891816
51620.0	 10.0	 1729.512011	 103.891814
51630.0	 10.0	 1729.177061	 103.891812
51640.0	 10.0	 1728.842241	 103.891810
51650.0	 10.0	 1728.507551	 103.891808
51660.0	 10.0	 1728.172991	 103.891806
51670.0	 10.0	 1727.838559	 103.891804
51680.0	 10.0	 1727.504258	 103.891802
51690.0	 10.0	 1727.170085	 103.891800
51700.0	 10.0	 1726.836042	 103.891799
51710.0	 10.0	 1726.502128	 103.891797
51720.0	 10.0	 1726.168343	 103.891795
51730.0	 10.0	 1725.834688	 103.891793
51740.0	 10.0	 1725.501161	 103.891791
51750.0	 10.0	 1725.167763	 103.891789
51760.0	 10.0	 1724.834494	 103.891787
51770.0	 10.0	 1724.501353	 103.891785
51780.0	 10.0	 1724.168341	 103.891783
51790.0	 10.0	 1723.835458	 103.891781
51800.0	 10.0	 1723.502704	 103.891779
51810.0	 10.0	 1723.170077	 103.891777
51820.0	 10.0	 1722.837580	 103.891775
51830.0	 10.0	 1722.505210	 103.891773
51840.0	 10.0	 1722.172969	 103.891771
51850.0	 10.0	 1721.840855	 103.891769
51860.0	 10.0	 1721.508870	 103.891768
51870.0	 10.0	 1721.177013	 103.891766
51880.0	 10.0	 1720.845284	 103.891764
51890.0	 10.0	 1720.513683	 103.891762
51900.0	 10.0	 1720.182209	 103.891760
51910.0	 10.0	 1719.850863	 103.891758
51920.0	 10.0	 1719.519645	 103.891756
51930.0	 10.0	 1719.188554	 103.891754
51940.0	 10.0	 1718.857591	 103.891752
51950.0	 10.0	 1718.526755	 103.891750
51960.0	 10.0	 1718.196046	 103.891748
51970.0	 10.0	 1717.865465	 103.891746
51980.0	 10.0	 1717.535011	 103.891744
51990.0	 10.0	 1717.204684	 103.891742
52000.0	 10.0	 1716.874484	 103.891741
52010.0	 10.0	 1716.544411	 103.891739
52020.0	 10.0	 1716.214465	 103.891737
52030.0	 10.0	 1715.884646	 103.891735
52040.0	 10.0	 1715.554953	 103.891733
52050.0	 10.0	 1715.225388	 103.891731
52060.0	 10.0	 1714.895948	 103.891729
52070.0	 10.0	 1714.566636	 103.891727
52080.0	 10.0	 1714.237449	 103.891725
52090.0	 10.0	 1713.908390	 103.891723
52100.0	 10.0	 1713.579456	 103.891721
52110.0	 10.0	 1713.250649	 103.891719
52120.0	 10.0	 1712.921967	 103.891718
52130.0	 10.0	 1712.593412	 103.891716
52140.0	 10.0	 1712.264983	 103.891714
52150.0	 10.0	 1711.936680	 103.891712
52160.0	 10.0	 1711.608503	 103.891710
52170.0	 10.0	 1711.280451	 103.891708
52180.0	 10.0	 1710.952526	 103.891706
52190.0	 10.0	 1710.624726	 103.891704
52200.0	 10.0	 1710.297051	 103.891702
52210.0	 10.0	 1709.969502	 103.891700
52220.0	 10.0	 1709.642079	 103.891698
52230.0	 10.0	 1709.314780	 103.891697
52240.0	 10.0	 1708.987607	 103.891695
52250.0	 10.0	 1708.660560	 103.891693
52260.0	 10.0	 1708.333637	 103.891691
52270.0	 10.0	 1708.006840	 103.891689
52280.0	 10.0	 1707.680167	 103.891687
52290.0	 10.0	 1707.353620	 103.891685
52300.0	 10.0	 1707.027197	 103.891683
52310.0	 10.0	 1706.700899	 103.891681
52320.0	 10.0	 1706.374726	 103.891679
52330.0	 10.0	 1706.048678	 103.891678
52340.0	 10.0	 1705.722754	 103.891676
52350.0	 10.0	 1705.396954	 103.891674
52360.0	 10.0	 1705.071279	 103.891672
52370.0	 10.0	 1704.745729	 103.891670
52380.0	 10.0	 1704.420303	 103.891668
52390.0	 10.0	 1704.095000	 103.891666
52400.0	 10.0	 1703.769823	 103.891664
52410.0	 10.0	 1703.444769	 103.891662
52420.0	 10.0	 1703.119839	 103.891661
52430.0	 10.0	 1702.795033	 103.891659
52440.0	 10.0	 1702.470351	 103.891657
52450.0	 10.0	 1702.145793	 103.891655
52460.0	 10.0	 1701.821358	 103.891653
52470.0	 10.0	 1701.497047	 103.891651
52480.0	 10.0	 1701.172860	 103.891649
52490.0	 10.0	 1700.848796	 103.891647
52500.0	 10.0	 1700.524856	 103.891645
52510.0	 10.0	 1700.201039	 103.891644
52520.0	 10.0	 1699.877345	 103.891642
52530.0	 10.0	 1699.553775	 103.891640
52540.0	 10.0	 1699.230327	 103.891638
52550.0	 10.0	 1698.907003	 103.891636
52560.0	 10.0	 1698.583802	 103.891634
52570.0	 10.0	 1698.260724	 103.891632
52580.0	 10.0	 1697.937768	 103.891630
52590.0	 10.0	 1697.614936	 103.891629
52600.0	 10.0	 1697.292226	 103.891627
52610.0	 10.0	 1696.969639	 103.891625
52620.0	 10.0	 1696.647174	 103.891623
52630.0	 10.0	 1696.324832	 103.891621
52640.0	 10.0	 1696.002613	 103.891619
52650.0	 10.0	 1695.680516	 103.891617
52660.0	 10.0	 1695.358541	 103.891615
52670.0	 10.0	 1695.036688	 103.891614
52680.0	 10.0	 1694.714958	 103.891612
52690.0	 10.0	 1694.393349	 103.891610
52700.0	 10.0	 1694.071863	 103.891608
52710.0	 10.0	 1693.750499	 103.891606
52720.0	 10.0	 1693.429256	 103.891604
52730.0	 10.0	 1693.108136	 103.891602
52740.0	 10.0	 1692.787137	 103.891600
52750.0	 10.0	 1692.466260	 103.891599
52760.0	 10.0	 1692.145504	 103.891597
52770.0	 10.0	 1691.824871	 103.891595
52780.0	 10.0	 1691.504358	 103.891593
52790.0	 10.0	 1691.183967	 103.891591
52800.0	 10.0	 1690.863697	 103.891589
52810.0	 10.0	 1690.543549	 103.891587
52820.0	 10.0	 1690.223522	 103.891586
52830.0	 10.0	 1689.903616	 103.891584
52840.0	 10.0	 1689.583831	 103.891582
52850.0	 10.0	 1689.264167	 103.891580
52860.0	 10.0	 1688.944624	 103.891578
52870.0	 10.0	 1688.625202	 103.891576
52880.0	 10.0	 1688.305900	 103.891574
52890.0	 10.0	 1687.986720	 103.891572
52900.0	 10.0	 1687.667660	 103.891571
52910.0	 10.0	 1687.348720	 103.891569
52920.0	 10.0	 1687.029902	 103.891567
52930.0	 10.0	 1686.711203	 103.891565
52940.0	 10.0	 1686.392625	 103.891563
52950.0	 10.0	 1686.074168	 103.891561
52960.0	 10.0	 1685.755830	 103.891560
52970.0	 10.0	 1685.437613	 103.891558
52980.0	 10.0	 1685.119516	 103.891556
52990.0	 10.0	 1684.801539	 103.891554
53000.0	 10.0	 1684.483682	 103.891552
53010.0	 10.0	 1684.165944	 103.891550
53020.0	 10.0	 1683.848327	 103.891548
53030.0	 10.0	 1683.530829	 103.891547
53040.0	 10.0	 1683.213452	 103.891545
53050.0	 10.0	 1682.896193	 103.891543
53060.0	 10.0	 1682.579055	 103.891541
53070.0	 10.0	 1682.262036	 103.891539
53080.0	 10.0	 1681.945136	 103.891537
53090.0	 10.0	 1681.628356	 103.891535
53100.0	 10.0	 1681.311695	 103.891534
53110.0	 10.0	 1680.995153	 103.891532
53120.0	 10.0	 1680.678730	 103.891530
53130.0	 10.0	 1680.362427	 103.891528
53140.0	 10.0	 1680.046242	 103.891526
53150.0	 10.0	 1679.730177	 103.891524
53160.0	 10.0	 1679.414230	 103.891523
53170.0	 10.0	 1679.098402	 103.891521
53180.0	 10.0	 1678.782693	 103.891519
53190.0	 10.0	 1678.467103	 103.891517
53200.0	 10.0	 1678.151631	 103.891515
53210.0	 10.0	 1677.836278	 103.891513
53220.0	 10.0	 1677.521043	 103.891512
53230.0	 10.0	 1677.205927	 103.891510
53240.0	 10.0	 1676.890929	 103.891508
53250.0	 10.0	 1676.576050	 103.891506
53260.0	 10.0	 1676.261289	 103.891504
53270.0	 10.0	 1675.946645	 103.891502
53280.0	 10.0	 1675.632120	 103.891501
53290.0	 10.0	 1675.317713	 103.891499
53300.0	 10.0	 1675.003424	 103.891497
53310.0	 10.0	 1674.689253	 103.891495
53320.0	 10.0	 1674.375200	 103.891493
53330.0	 10.0	 1674.061264	 103.891491
53340.0	 10.0	 1673.747447	 103.891490
53350.0	 10.0	 1673.433746	 103.891488
53360.0	 10.0	 1673.120164	 103.891486
53370.0	 10.0	 1672.806699	 103.891484
53380.0	 10.0	 1672.493351	 103.891482
53390.0	 10.0	 1672.180120	 103.891481
53400.0	 10.0	 1671.867007	 103.891479
53410.0	 10.0	 1671.554012	 103.891477
53420.0	 10.0	 1671.241133	 103.891475
53430.0	 10.0	 1670.928372	 103.891473
53440.0	 10.0	 1670.615727	 103.891471
53450.0	 10.0	 1670.303200	 103.891470
53460.0	 10.0	 1669.990789	 103.891468
53470.0	 10.0	 1669.678495	 103.891466
53480.0	 10.0	 1669.366318	 103.891464
53490.0	 10.0	 1669.054258	 103.891462
53500.0	 10.0	 1668.742314	 103.891461
53510.0	 10.0	 1668.430487	 103.891459
53520.0	 10.0	 1668.118777	 103.891457
53530.0	 10.0	 1667.807183	 103.891455
53540.0	 10.0	 1667.495705	 103.891453
53550.0	 10.0	 1667.184344	 103.891451
53560.0	 10.0	 1666.873099	 103.891450
53570.0	 10.0	 1666.561970	 103.891448
53580.0	 10.0	 1666.250957	 103.891446
53590.0	 10.0	 1665.940060	 103.891444
